5,42,155,4
76,41,155,4
76,42,153,4
76,42,153,4
76,41,153,4
76,42,152,4
76,41,158,4
78,42,155,4
77,42,154,4
75,42,155,4
76,41,155,4
76,42,153,4
76,42,153,4
76,41,153,4
76,42,152,4
76,41,158,4
78,42,155,4
77,42,154,4
75,42,155,4
76,41,155,4
76,42,153,4
76,42,153,4
76,41,153,4
76,42,152,4
16,11,166,4
71,40,236,4
92,50,255,4
98,53,267,4
101,54,280,4
106,55,296,4
110,56,297,4
111,57,292,4
112,57,281,4
109,56,269,4
107,56,257,4
104,55,249,4
103,54,237,4
100,53,229,4
99,52,215,4
96,50,212,4
95,50,207,4
94,50,200,4
93,49,198,4
92,48,192,4
91,48,192,4
91,48,187,4
90,48,183,4
89,47,182,4
89,48,180,4
90,48,179,4
91,48,184,4
92,49,190,4
91,50,180,4
88,47,164,4
83,45,159,4
82,45,155,4
81,44,152,4
80,44,153,4
81,44,151,4
80,44,152,4
81,44,146,4
81,44,146,4
82,44,146,4
82,44,149,4
82,44,150,4
82,44,148,4
81,44,148,4
82,44,147,4
81,46,146,4
82,44,145,4
83,44,155,4
85,46,159,4
87,45,156,4
87,46,156,4
88,46,137,4
84,45,134,4
83,44,130,4
83,44,129,4
82,43,129,4
81,44,129,4
81,43,130,4
80,43,143,4
84,47,350,4
132,65,222,4
103,54,255,4
109,56,289,4
118,61,309,4
121,61,285,4
117,60,277,4
115,59,281,4
116,60,283,4
116,60,273,4
114,59,269,4
113,58,264,4
112,58,275,4
114,59,265,4
112,58,273,4
113,59,274,4
114,59,276,4
114,59,278,4
115,59,282,4
117,60,289,4
118,61,318,4
128,65,381,4
143,73,385,4
146,73,386,4
146,73,368,4
142,71,376,4
143,72,378,4
145,72,380,4
146,73,383,4
147,74,393,4
150,75,396,4
150,75,398,4
152,76,411,4
156,78,413,4
156,79,413,4
157,79,418,4
158,79,418,4
159,80,421,4
159,80,421,4
159,79,419,4
159,80,421,4
159,79,422,4
159,80,422,4
159,81,427,4
161,81,423,4
162,81,430,4
164,85,500,4
188,97,511,4
193,98,508,4
192,98,508,4
192,97,508,4
192,98,508,4
192,98,504,4
190,97,499,4
189,96,497,4
189,95,497,4
188,95,497,4
189,95,497,4
188,95,478,4
180,90,464,4
176,89,464,4
176,88,455,4
172,86,451,4
171,86,452,4
171,86,453,4
171,86,443,4
168,84,444,4
169,86,445,4
169,84,437,4
167,84,440,4
166,85,440,4
168,85,440,4
168,84,442,4
169,84,435,4
166,83,437,4
166,84,431,4
166,82,420,4
158,77,290,4
124,63,245,4
111,58,236,4
108,56,237,4
107,56,244,4
109,57,256,4
113,58,277,4
120,62,350,4
137,70,379,4
146,73,395,4
152,76,404,4
155,78,407,4
157,78,406,4
155,78,372,4
145,72,332,4
134,69,345,4
138,72,413,4
156,80,421,4
156,78,365,4
141,73,361,4
142,73,385,4
147,75,384,4
146,75,381,4
145,74,377,4
144,74,363,4
140,72,343,4
135,70,345,4
135,70,346,4
136,70,345,4
135,71,346,4
136,70,352,4
137,72,374,4
144,74,382,4
146,76,422,4
160,84,466,4
174,92,495,4
184,100,507,4
190,100,509,4
190,100,509,4
190,99,506,4
188,96,488,4
183,93,482,4
180,92,479,4
179,91,478,4
179,92,478,4
179,92,478,4
179,92,478,4
179,92,479,4
180,92,481,4
180,93,481,4
180,92,480,4
180,92,481,4
180,92,480,4
180,93,481,4
181,93,480,4
180,92,481,4
180,93,481,4
181,92,482,4
180,93,481,4
181,93,482,4
181,93,482,4
180,92,480,4
180,92,482,4
180,93,481,4
180,92,480,4
181,92,481,4
180,92,481,4
180,92,481,4
180,92,482,4
181,93,499,4

