215,99,183,5
212,94,183,5
218,95,163,5
195,88,155,5
194,87,152,5
190,86,148,5
187,85,147,5
188,85,149,5
190,87,157,5
116,53,113,5
169,74,150,5
197,83,164,5
205,86,168,5
210,87,176,5
225,93,187,5
223,94,179,5
216,92,145,5
191,86,156,5
201,88,143,5
190,85,140,5
189,86,153,5
199,88,138,5
181,84,140,5
193,86,143,5
195,87,153,5
209,92,176,5
228,98,186,5
235,101,202,5
261,109,310,5
318,126,358,5
328,131,280,5
283,119,216,5
255,109,202,5
250,107,196,5
243,105,191,5
242,104,189,5
240,104,190,5
242,103,189,5
241,103,193,5
246,104,194,5
246,104,192,5
242,102,189,5
242,103,191,5
243,104,189,5
241,104,192,5
245,105,195,5
245,105,193,5
241,104,183,5
233,102,181,5
232,101,184,5
236,102,185,5
235,102,189,5
240,104,194,5
245,104,198,5
247,106,201,5
249,106,213,5
258,108,201,5
233,101,134,5
186,87,122,5
180,84,118,5
176,83,117,5
174,82,115,5
173,81,115,5
172,81,115,5
174,81,116,5
178,82,129,5
185,85,140,5
190,85,123,5
180,83,128,5
186,85,137,5
203,90,154,5
209,94,158,5
207,93,142,5
190,88,126,5
181,84,127,5
183,84,124,5
180,83,124,5
179,83,124,5
185,85,128,5
181,84,124,5
179,83,122,5
177,83,123,5
179,83,124,5
181,84,120,5
177,83,120,5
178,83,120,5
178,83,121,5
179,83,119,5
176,83,119,5
181,84,127,5
185,86,137,5
196,89,140,5
193,88,138,5
197,89,141,5
202,90,165,5
221,96,172,5
221,97,162,5
211,95,149,5
195,90,127,5
184,86,123,5
181,85,122,5
179,84,120,5
177,83,116,5
173,82,115,5
173,82,115,5
172,82,114,5
170,81,113,5
170,81,112,5
168,81,111,5
168,80,110,5
165,80,108,5
161,79,111,5
165,80,111,5
175,83,168,5
222,97,181,5
224,98,167,5
215,96,162,5
211,95,154,5
204,93,156,5
209,95,159,5
208,94,159,5
212,96,177,5
234,103,199,5
239,105,192,5
237,105,195,5
239,105,201,5
244,107,203,5
244,106,202,5
242,106,199,5
244,107,206,5
247,108,206,5
247,109,206,5
248,108,199,5
241,107,193,5
240,106,194,5
239,105,191,5
234,103,180,5
229,102,174,5
221,99,150,5
201,94,148,5
208,96,164,5
220,100,187,5
236,105,193,5
235,104,193,5
239,106,195,5
240,106,201,5
245,108,206,5
247,109,205,5
247,108,208,5
249,110,208,5
249,110,210,5
249,110,202,5
244,108,199,5
243,107,206,5
250,109,217,5
254,111,217,5
254,111,220,5
256,112,222,5
257,113,224,5
258,114,229,5
260,114,228,5
259,113,222,5
256,113,223,5
257,112,224,5
257,113,223,5
255,112,213,5
251,111,214,5
252,112,220,5
255,112,223,5
255,112,217,5
254,111,213,5
249,110,205,5
240,106,184,5
231,103,181,5
225,102,172,5
223,101,175,5
229,103,199,5
238,104,162,5
206,96,145,5
201,93,158,5
211,96,158,5
211,96,180,5
234,103,204,5
247,108,212,5
250,110,215,5
251,110,208,5
248,108,210,5
249,109,211,5
248,108,200,5
243,107,207,5
247,109,212,5
251,110,218,5
254,111,221,5
255,112,226,5
257,113,226,5
258,114,237,5
262,115,228,5
258,114,227,5
259,114,235,5
262,116,235,5
261,116,232,5
261,116,233,5
262,116,239,5
262,116,233,5
260,114,215,5
249,110,204,5
250,109,225,5
256,110,183,5
222,99,180,5
239,104,216,5
251,107,201,5
