355,175,649,3
355,175,649,3
355,176,649,3
355,176,649,3
355,177,648,3
355,178,648,3
355,179,649,3
197,108,625,3
336,170,640,3
348,177,643,3
351,180,645,3
353,181,645,3
354,181,646,3
354,181,646,3
354,181,646,3
354,181,646,3
354,181,646,3
354,182,646,3
354,181,645,3
354,182,646,3
354,181,646,3
354,181,646,3
354,181,646,3
354,181,646,3
354,181,646,3
354,181,646,3
354,181,645,3
354,180,645,3
353,180,645,3
353,179,645,3
352,180,645,3
353,179,645,3
353,179,645,3
353,180,644,3
353,180,645,3
353,180,645,3
353,179,645,3
352,179,644,3
352,179,644,3
352,179,644,3
352,178,644,3
352,179,644,3
352,179,644,3
352,179,644,3
352,178,644,3
351,178,644,3
352,178,644,3
351,178,644,3
352,179,644,3
352,178,644,3
352,178,644,3
351,177,644,3
351,177,643,3
351,177,643,3
351,178,643,3
351,178,643,3
351,178,643,3
351,178,643,3
351,178,643,3
351,178,643,3
351,178,642,3
351,177,643,3
351,178,641,3
351,178,643,3
351,179,643,3
351,178,642,3
351,179,643,3
351,180,642,3
352,180,643,3
351,180,643,3
350,179,641,3
351,180,642,3
364,186,695,3
385,194,706,3
395,200,720,3
401,203,721,3
400,203,723,3
398,198,627,3
344,178,627,3
346,175,626,3
345,176,629,3
348,176,631,3
349,176,630,3
349,176,629,3
348,175,628,3
346,175,628,3
347,173,630,3
347,175,629,3
347,173,628,3
346,174,631,3
348,175,632,3
349,175,633,3
349,175,633,3
349,173,635,3
350,174,638,3
351,174,642,3
351,175,641,3
351,174,644,3
351,175,643,3
350,175,643,3
350,174,643,3
349,174,641,3
348,173,642,3
346,174,642,3
348,173,643,3
348,175,696,3
391,193,738,3
405,201,725,3
393,194,687,3
377,187,686,3
375,186,673,3
361,180,644,3
350,176,643,3
351,175,643,3
351,176,643,3
350,175,642,3
350,175,644,3
350,175,642,3
349,174,642,3
350,175,642,3
350,174,641,3
349,174,634,3
341,172,614,3
332,171,545,3
311,162,508,3
299,156,493,3
294,153,492,3
292,152,496,3
295,154,538,3
307,160,543,3
310,165,544,3
312,168,545,3
312,166,545,3
311,164,544,3
310,162,544,3
310,163,544,3
310,164,545,3
311,165,545,3
312,167,546,3
